Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates patch-based software engineering on real GitHub issues that have been human-verified as solvable, typically requiring editing a Python repository so tests pass. It emphasizes end-to-end debugging: reading an issue, localizing the bug, implementing a fix, and producing a valid patch under a fixed evaluation harness.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style issue-to-patch evaluation beyond Python to multiple programming languages, testing whether models can generalize debugging and patch generation across ecosystems. It stresses understanding language-specific tooling, idioms, and error modes while still solving realistic repository tasks.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more difficult, contamination-resistant variant targeting industrially relevant software engineering across multiple languages and larger repositories. Tasks require deeper debugging, broader codebase comprehension, and stronger patch correctness under stricter evaluation conditions.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in a command-line environment, where the model must accomplish real tasks by issuing shell commands and interpreting outputs. It emphasizes iterative problem solving with tool feedback, error handling, and multi-step workflows rather than single-shot coding.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention (minor), Adaptive Error Correction (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures a model’s ability to perform web-style information seeking and synthesis on challenging questions, typically via search/browsing tools or constrained document access. Success depends on decomposing queries, selecting evidence, reconciling sources, and composing a grounded final answer.","L1: 
L2: Planning, Attention, Semantic Understanding & Context Recognition, Working Memory, Decision-making
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive tool-using agents in multi-turn customer-support style simulations (e.g., retail, airline, telecom) with domain policies and APIs. It tests whether an agent can communicate with a user, follow constraints, and reliably invoke tools over long dialogues to resolve cases.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents performing tasks in a desktop-like environment, requiring the model to perceive screens and execute actions (clicks/typing) over many steps. It stresses robust UI navigation, state tracking, and recovery from mistakes under step and time limits.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Working Memory, Spatial Representation & Mapping (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is an abstract reasoning benchmark based on few-shot grid transformation puzzles, designed to test fluid reasoning and generalization to novel rules from a handful of examples. Models must infer latent transformations and apply them correctly to unseen inputs, with minimal reliance on prior domain knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated business setting, where an agent manages a vending machine operation over extended time (e.g., inventory, suppliers, pricing, budgeting). It stresses sustained coherence, strategic planning across many decisions, and adaptation to changing conditions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms
L3: Self-reflection (minor), Social Reasoning & Theory of Mind (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol, requiring models to discover tools, call them with correct schemas, and chain multiple calls into a working workflow. It emphasizes orchestration reliability: handling errors, retries, and multi-server coordination to produce accurate task outputs.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
