Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering agents on a curated subset of real GitHub issues where humans verified that the tasks are solvable and the unit tests reliably check correctness. Models must understand a repository, implement a patch, and pass the project’s tests under a constrained, single-attempt setting in many evaluations.","L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and harder software-engineering benchmark intended to be more industrially realistic and more resistant to shortcuts, including broader language coverage and more complex change requests. Models must navigate codebases, reason about requirements, and deliver patches that satisfy automated tests and constraints.","L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures an agent’s ability to answer difficult questions by searching and synthesizing information from the web (or a controlled web-like corpus in some settings). Success requires decomposing the question, issuing effective queries, validating sources, and integrating evidence into a final response.","L1: Language Comprehension
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning, Adaptive Error Correction
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using agents in realistic customer-support style domains (e.g., retail, airline, telecom) with policies and multi-turn user simulations. Agents must decide what to do next, call APIs correctly, follow policy constraints, and communicate clearly across multiple turns.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction
L3: Inhibitory Control, Social Reasoning & Theory of Mind",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests few-shot abstract reasoning on grid transformation puzzles where the rule must be inferred from only a handful of examples. It emphasizes generalization to novel patterns rather than recall, requiring flexible hypothesis generation and rule application.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, focusing on selecting the right tools and executing multi-step workflows over authentic APIs and data. Agents must manage tool schemas, handle errors, and compose outputs from multiple tool calls into coherent answers.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-level benchmark covering hard questions across many domains, often requiring multi-step reasoning and (in some variants) multimodal understanding and tool use. It is designed to stress-test knowledge, reasoning, and synthesis rather than narrow skills.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Multisensory Integration, Planning
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problems that typically require multi-step derivations, careful case analysis, and precise final answers. It is commonly used to gauge mathematical reasoning under test-like constraints, with and without tool assistance.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention, Adaptive Error Correction
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a difficult multiple-choice science QA benchmark designed to be “Google-proof,” emphasizing reasoning over easy lookup. The Diamond subset targets high-quality questions where domain experts succeed and non-experts typically fail, stressing rigorous scientific understanding.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention, Decision-making
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing to multiple languages, measuring whether models can answer subject-matter questions beyond English. It probes both factual knowledge and reasoning consistency across languages and culturally varied phrasing.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal benchmark requiring models to answer expert-level questions grounded in images (e.g., diagrams, charts, scientific figures) alongside text. It emphasizes integrated perception and reasoning, often requiring interpreting visual evidence and combining it with domain knowledge.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory
L3: ",L2
