Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates a model’s ability to solve real GitHub software engineering issues by generating patches that make repository tests pass, on a curated set of tasks verified to be solvable. It emphasizes end-to-end debugging and code changes under realistic repository constraints rather than isolated coding puzzles.","L1: Language Comprehension
L2: Planning, Working Memory, Logical Reasoning, Adaptive Error Correction, Decision-making
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and more difficult successor benchmark that expands beyond Python-only tasks to multiple programming languages and more complex, industry-style issues. It targets robustness to contamination and measures an agent’s ability to navigate larger codebases, reason about requirements, and produce correct multi-file fixes.","L1: Language Comprehension
L2: Planning, Working Memory, Logical Reasoning, Adaptive Error Correction, Decision-making
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research performance where an agent must answer questions by searching and synthesizing information from a controlled web document collection (or reproducible browsing setup). It stresses source selection, evidence integration, and multi-step retrieval strategies rather than purely parametric recall.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection",L3
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agent behavior in simulated customer-service domains (e.g., retail, airline, telecom) where the model must converse with a user simulator, call tools/APIs, and follow policies consistently. It probes whether the agent can achieve user goals while respecting constraints and handling multi-turn state and exceptions.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a fluid intelligence benchmark based on abstract grid transformation tasks where the model must infer hidden rules from a few input–output examples and generalize to a new case. It is designed to minimize reliance on memorized knowledge and instead test novel pattern induction and compositional reasoning.,"L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Attention, Planning
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use through the Model Context Protocol, requiring models to discover appropriate tools, invoke them correctly, manage intermediate results, and integrate outputs into a final response. Tasks often require multi-step orchestration across multiple services, including retries and error handling.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Attention
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a frontier, multimodal benchmark spanning advanced questions intended to be difficult even for well-educated humans, often requiring multi-step reasoning and careful interpretation of prompts and evidence. It targets breadth across domains and the ability to combine knowledge with structured problem solving (sometimes with tools/search depending on the setup).","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration, Scene Understanding & Visual Reasoning, Attention, Planning
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,AIME 2025 comprises competition-style mathematics problems that require creative algebraic and combinatorial reasoning under strict answer formats. It emphasizes precise symbolic manipulation and multi-step solution planning rather than short factual recall.,"L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention
L3: Cognitive Flexibility",L3
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” multiple-choice science questions where non-experts typically fail while experts succeed. It stresses deep scientific understanding, careful elimination among distractors, and reasoning under domain knowledge constraints.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention, Decision-making
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing to many languages, evaluating whether models can comprehend and answer subject-matter questions beyond English. It probes multilingual generalization, cross-lingual transfer of concepts, and reasoning with localized terminology and phrasing.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention
L3: Cognitive Flexibility",L3
