Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates autonomous software engineering by asking a model to produce a patch that fixes real issues in open-source Python repositories given an issue description and tests. The “Verified” subset filters to tasks that are confirmed solvable and reliably graded, emphasizing end-to-end debugging rather than code-writing in isolation.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and harder successor-style benchmark focused on real-world software engineering tasks across multiple programming languages and more contamination-resistant settings. It stresses robust repository understanding, multi-file edits, and producing changes that satisfy hidden tests under realistic constraints.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” behavior by requiring models to answer questions using information found by browsing a fixed web-like corpus or indexed document collection. It emphasizes iterative search, evidence gathering, and synthesis of scattered sources into a final, grounded answer.","L1: Language Comprehension, Language Production
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Decision-making
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures agentic tool use in multi-turn, policy-constrained customer support scenarios (e.g., retail, airline, telecom) with simulated users and backend APIs. Success depends on maintaining dialogue state, following policies, and correctly calling tools to resolve cases end-to-end.","L1: Language Comprehension, Language Production
L2: Working Memory, Planning, Decision-making
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a few-shot abstract reasoning benchmark where models infer hidden rules from a small number of grid-based input–output examples and apply them to new inputs. It targets fluid reasoning and generalization to novel tasks rather than recall of domain knowledge.,"L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, requiring models to discover tools, invoke them correctly, handle errors, and compose multi-step workflows across services. The focus is on reliable orchestration over tool catalogs and realistic API interactions.","L1: Language Comprehension
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, frontier-level benchmark spanning advanced academic and professional questions, often multimodal, intended to probe capability near the limits of current models. It emphasizes difficult reasoning and broad knowledge integration under strict grading.","L1: Language Comprehension, Language Production, Visual Perception
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,AIME 2025 consists of competition-style mathematics problems designed to test multi-step quantitative reasoning under time-like constraints and minimal scaffolding. Performance depends on translating word problems into formal structure and executing correct symbolic manipulations.,"L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-difficulty, multiple-choice science question benchmark curated to be “Google-proof” and discriminative for expert reasoning. The Diamond subset emphasizes question quality and requires combining scientific knowledge with careful elimination and inference.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends the MMLU format to multiple languages, testing broad academic knowledge and reasoning across many subjects under multilingual prompts. It probes whether models can maintain consistent competence and calibration across languages, not just English.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: ",L2
