Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering agents by asking them to produce patches that resolve real issues in GitHub repositories, then running the project’s tests to verify correctness. The “Verified” subset uses tasks that have been filtered/validated to be solvable and to have reliable evaluation signals, making it a common headline metric for agentic coding.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, larger software-engineering benchmark intended to be more industrially representative and more resistant to shortcutting/contamination than earlier variants. It typically spans multiple programming languages and demands more robust debugging, codebase navigation, and patch synthesis under realistic constraints.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” behavior: models must browse or retrieve information from documents/web sources to answer questions that require multi-step investigation and synthesis. It emphasizes citation-quality grounding, cross-document integration, and avoiding hallucinations when the answer requires lookup rather than recall.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive, policy-constrained agent behavior in multi-turn customer-support style environments (e.g., retail, airline, telecom) with simulated users and tool/API calls. Success requires correctly following domain policies while still resolving the user’s goal through appropriate tool use across several steps.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Attention, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI (Abstraction and Reasoning Corpus) tests fluid reasoning by giving a few input–output grid examples and requiring inference of the latent transformation rule for a new grid. It is designed to measure generalization to novel pattern-manipulation tasks with minimal training signal per task.,"L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol (MCP), where models must discover, call, and chain tools hosted on MCP servers to complete tasks. It stresses reliable API invocation, multi-step workflow execution, and robust handling of tool errors and intermediate results.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-difficulty benchmark spanning many academic/professional domains (often including multimodal questions) intended to probe the limits of current generalist models. It is commonly reported both with and without tool access (e.g., web search, code) to separate pure reasoning/knowledge from tool-augmented performance.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Planning, Decision-making, Scene Understanding & Visual Reasoning, Working Memory
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 uses problems from the American Invitational Mathematics Examination, requiring exact numerical answers (typically 0–999) and careful symbolic/quantitative reasoning. It is widely used to assess mathematical problem solving under competition-style constraints, sometimes also reported with tool support (e.g., Python) for verification.","L1: 
L2: Logical Reasoning, Working Memory, Attention
L3: Cognitive Flexibility",L3
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is the highest-quality subset of GPQA: challenging graduate-level multiple-choice science questions designed to be “Google-proof” and to require real reasoning rather than memorized facts. Performance depends on integrating scientific knowledge with multi-step inference under distractor options.,"L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Attention, Decision-making
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style broad academic evaluation into multiple languages, testing knowledge and reasoning across many subjects with multilingual prompts. It is used to measure cross-lingual generalization and whether capabilities transfer beyond English.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention
L3: ",L2
