Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates an LLM’s ability to solve real GitHub issues by producing a patch that passes a project’s tests. The “Verified” subset emphasizes tasks that have been validated as solvable and uses rigorous checking to reduce noise in problem statements and expected fixes.,"L1: Language Comprehension, Language Production
L2: Planning, Working Memory, Adaptive Error Correction, Decision-making, Logical Reasoning, Semantic Understanding & Context Recognition
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, more contamination-resistant software engineering benchmark that expands task diversity and difficulty beyond the original SWE-bench setting. Models must generate correct patches across multiple languages and real repositories under stricter evaluation and broader task coverage.","L1: Language Comprehension, Language Production
L2: Planning, Working Memory, Adaptive Error Correction, Decision-making, Logical Reasoning, Semantic Understanding & Context Recognition
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures how well models answer questions that require multi-step web research, typically involving searching, reading, and synthesizing evidence from multiple documents. It is designed to evaluate browsing-style information foraging and the ability to produce supported answers rather than relying on parametric memory alone.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Attention, Working Memory, Episodic Memory, Semantic Understanding & Context Recognition
L3: Self-reflection",L3
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agents in simulated customer-support domains (e.g., retail, airline, telecom) where the agent must call APIs and converse over multiple turns. The benchmark emphasizes policy compliance, robust tool use, and resolving user goals under constraints and ambiguous conversational context.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory, Adaptive Error Correction, Reward Mechanisms
L3: Social Reasoning & Theory of Mind, Empathy, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests “fluid” reasoning on novel grid-transformation puzzles where only a few input-output examples are provided per task. Success requires inferring the underlying rule and generalizing to a new input, emphasizing abstraction and systematic generalization rather than memorized knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Planning
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use via the Model Context Protocol, requiring models to discover, invoke, and chain tools to complete tasks. It stresses correct API selection/parameterization, multi-step workflow execution, and recovery from tool errors or partial failures.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: Inhibitory Control",L3
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a frontier, multi-domain benchmark intended to probe advanced reasoning and knowledge at the edge of expert difficulty, often with multimodal questions. It targets robust synthesis and problem solving under uncertainty, where shallow pattern matching is less likely to succeed.","L1: Language Comprehension, Language Production, Visual Perception
L2: Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Scene Understanding & Visual Reasoning, Planning
L3: Self-reflection",L3
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems that require multi-step derivations and careful symbolic manipulation. It is commonly used to measure mathematical reasoning accuracy, consistency, and the ability to carry intermediate results without arithmetic or logical slips.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention, Adaptive Error Correction
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” multiple-choice science questions designed to be difficult for non-experts. It emphasizes deep scientific reasoning and precise reading of technical detail rather than retrieval of simple facts.","L1: Language Comprehension
L2: Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Decision-making, Attention
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style breadth evaluation to multiple languages, testing knowledge and reasoning across many academic subjects in non-English settings. It probes whether models maintain consistent understanding and reasoning when the same kinds of questions are posed across diverse linguistic contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention
L3: ",L2
