Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates whether a model can fix real GitHub issues by producing a patch that makes a repository’s tests pass. The “Verified” subset filters to problems that have been human-validated as solvable and well-specified, emphasizing correctness under realistic repo structure and dependencies.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Decision-making"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder software-engineering benchmark designed to be more industrially representative and more resistant to contamination than earlier SWE-bench variants. It tests end-to-end debugging and feature implementation in realistic codebases, often requiring longer-horizon reasoning across multiple files and languages.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Cognitive Flexibility, Semantic Understanding & Context Recognition, Decision-making"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style question answering where the model must search a document collection (or the web, depending on the setting), gather evidence, and synthesize a final answer. Performance depends on iterative query formulation, evidence selection, and maintaining consistency while navigating noisy or incomplete sources.","Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition, Language Comprehension, Language Production"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures interactive agent performance in multi-turn customer-support environments (e.g., retail, airline, telecom) with tools/APIs and policy constraints. The agent must follow domain rules while helping a simulated user, handling edge cases, and keeping conversation state coherent across turns.","Social Reasoning & Theory of Mind, Inhibitory Control, Decision-making, Planning, Working Memory, Language Comprehension, Language Production, Adaptive Error Correction"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests few-shot, novel pattern induction on grid-based tasks where the system infers a transformation rule from a handful of examples. It is intended to probe fluid reasoning and generalization to unseen “concepts,” rather than recall of domain knowledge.","Logical Reasoning, Working Memory, Cognitive Flexibility, Spatial Representation & Mapping, Visual Perception, Scene Understanding & Visual Reasoning, Attention"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol by requiring models to discover tools, call them correctly, and compose multi-step workflows across services. It emphasizes API understanding, error handling, and robust execution in production-like tool ecosystems.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Language Comprehension"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-difficulty benchmark spanning expert-level questions across many domains, often requiring multi-step reasoning and careful synthesis. It is frequently used to assess broad academic/technical competence and, in tool-enabled variants, research-and-verify behavior.","Language Comprehension, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Planning, Decision-making, Visual Perception"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,AIME 2025 consists of competition-style mathematics problems that require precise symbolic reasoning and careful multi-step derivations. It is commonly used to evaluate mathematical problem solving both with and without computational tools.,"Logical Reasoning, Working Memory, Planning, Adaptive Error Correction"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a subset of challenging graduate-level multiple-choice science questions curated to be difficult for non-experts and resistant to superficial pattern matching. It probes deep scientific reasoning and the ability to disambiguate close distractors under time-limited formats.,"Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing to multiple languages, measuring whether models can answer subject-area questions beyond English. It emphasizes cross-lingual generalization of factual knowledge and reasoning across many disciplines.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory"
