Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLM-based software engineering by asking a model to produce patches that fix real GitHub issues, then running repository tests to verify correctness. The “Verified” split emphasizes tasks that have been validated as solvable and aims to reduce evaluation noise by using robust, reproducible test harnesses.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Decision-making"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, more contamination-resistant software engineering benchmark with a larger and more diverse set of real-world coding tasks (including multiple languages) and stricter evaluation. It stresses end-to-end problem solving over larger codebases, requiring reliable debugging, refactoring, and test-driven iteration.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Decision-making"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” abilities by requiring models/agents to answer questions using web browsing and retrieval, typically with citations or evidence from sources. Success depends on decomposing a query, searching effectively, reading selectively, and synthesizing a grounded final answer.","Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition, Language Comprehension, Self-reflection"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive, tool-using customer-support agents in simulated domains (e.g., retail, airline, telecom) with policies that must be followed across multi-turn dialogues. It measures whether an agent can maintain state, comply with constraints, call APIs correctly, and resolve user goals in realistic conversations.","Language Comprehension, Language Production, Social Reasoning & Theory of Mind, Inhibitory Control, Planning, Decision-making, Working Memory, Empathy, Semantic Understanding & Context Recognition"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid reasoning by presenting few-shot input–output grid transformation puzzles that require inferring hidden rules and applying them to new cases. The benchmark is designed to emphasize novelty and abstraction over memorized knowledge, with performance reflecting generalization from minimal examples.","Logical Reasoning, Cognitive Flexibility, Spatial Representation & Mapping, Visual Perception, Working Memory, Attention"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), where models must discover and invoke tools across multi-step workflows and integrate results into a correct response. It stresses robustness to tool errors, correct parameterization, and orchestration across heterogeneous services.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Semantic Understanding & Context Recognition, Inhibitory Control"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, frontier-difficulty benchmark spanning advanced academic and professional questions, including multimodal items, intended to probe the limits of model reasoning and knowledge. It is often run with optional tools (e.g., search or code) to assess how well models can augment reasoning with external resources while staying grounded.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning, Decision-making, Scene Understanding & Visual Reasoning, Visual Perception"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,AIME 2025 consists of competition-style mathematics problems that require multi-step reasoning under tight answer formats (typically integer answers). It probes a model’s ability to carry out precise symbolic and numerical reasoning rather than relying on retrieval or vague explanations.,"Logical Reasoning, Working Memory, Planning, Attention"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a challenging multiple-choice science benchmark curated to be “Google-proof,” emphasizing questions where experts succeed and non-experts struggle. It targets deep conceptual understanding and careful elimination of distractors across biology, chemistry, and physics.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making, Attention"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge and reasoning evaluation across many subjects into multiple languages, testing whether competence transfers beyond English. It probes multilingual comprehension and culturally/linguistically robust knowledge application under standardized question formats.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Cognitive Flexibility"
