Benchmark,Website,Paper,Description,Cognitive Functions
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic software engineering in real command-line environments, where models must navigate a filesystem, run programs, inspect outputs, and iteratively fix issues. Success requires chaining tool actions (shell commands) with reasoning to reach a correct end state rather than producing a single answer.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates long-horizon information seeking and “deep research” behavior over a constrained document collection, emphasizing reproducible retrieval and synthesis. Models must plan search steps, gather evidence across documents, and produce grounded final answers from what they found.","Planning, Decision-making, Attention, Working Memory, Episodic Memory, Semantic Understanding & Context Recognition, Language Comprehension, Language Production"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld measures autonomous computer use in realistic desktop operating-system tasks (e.g., navigating apps and settings) under step limits. Models must interpret screenshots/GUI state, decide actions (click/type/scroll), and recover from mistakes as the environment changes.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI is a fluid-reasoning benchmark of abstract grid transformation puzzles where only a few examples are provided per task. Models must infer hidden rules, generalize to a new input, and avoid overfitting to superficial patterns.","Logical Reasoning, Cognitive Flexibility, Working Memory, Visual Perception, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous decision-making by having an agent run a simulated vending-machine business over an extended period. High scores require coherent multi-step strategy, adapting to market dynamics, and managing budgets and inventory over many turns.","Planning, Decision-making, Reward Mechanisms, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on tasks such as identifying known vulnerabilities from descriptions and discovering new vulnerabilities in real-world codebases. Models must reason about programs and exploit conditions, use tools to inspect code, and iteratively validate findings.","Logical Reasoning, Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests an agent’s ability to navigate, edit, and compute over real spreadsheet files using programmatic or application-like tooling. Tasks include extracting values, applying formulas, restructuring tables, and producing correct outputs under realistic constraints.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Language Production"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a challenging multimodal benchmark intended to probe frontier academic knowledge and reasoning across diverse subjects. Questions often require integrating domain knowledge with multi-step inference, and in some settings may involve tool use such as search or code to support analysis.","Language Comprehension, Language Production, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Multisensory Integration, Visual Perception"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of extremely difficult graduate-level science multiple-choice questions designed to be resistant to shallow pattern matching. It probes deep conceptual understanding and careful reasoning under ambiguity and distractors.,"Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Language Comprehension, Decision-making"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates multimodal understanding and reasoning over expert-level questions that require interpreting images (e.g., diagrams, charts, figures) alongside text. It emphasizes cross-domain reasoning where visual evidence must be combined with written context to select or produce the correct answer.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory, Language Comprehension, Decision-making"
