Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues where the model must produce a patch that makes a provided test suite pass. The “Verified” subset consists of tasks vetted (e.g., by humans/automated checks) to ensure the issue is solvable and the evaluation is reliable under standardized harnesses.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, larger-scale software engineering benchmark designed to be more contamination-resistant and industrially representative (e.g., multiple languages and more complex repos/tasks). Models must implement fixes or features in real repositories under stricter evaluation protocols than SWE-bench Verified.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style agents on information-seeking questions where the model must browse a controlled document collection (or web-like index) and synthesize a correct final answer. It measures the ability to search, read, cross-check sources, and integrate evidence across multiple documents under tool constraints.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory, Attention, Planning, Decision-making
L3: Self-reflection",L3
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive customer-support agents operating in simulated environments (e.g., retail/airline/telecom) with APIs and policy constraints. The agent must conduct multi-turn dialogues, call tools correctly, follow policies, and resolve user goals despite ambiguity, exceptions, and long-horizon state tracking.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Reward Mechanisms
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures fluid reasoning by requiring models to infer latent transformation rules from only a few input–output grid examples and apply them to new inputs. Tasks are intentionally novel and compact, emphasizing generalization and rule induction rather than memorized domain knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), where the model must discover tools, execute multi-step workflows, manage errors/retries, and synthesize responses from tool outputs. It targets practical agent reliability in production-like API ecosystems rather than single-call tool demos.","L1: Language Comprehension
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a frontier, multi-domain benchmark intended to stress expert-level reasoning and knowledge, often including multimodal questions. It emphasizes hard, research-like problems where correct answers require synthesis, careful reasoning, and sometimes tool-supported analysis depending on the evaluation setting.","L1: Language Comprehension, Visual Perception
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning, Planning, Multisensory Integration
L3: Self-reflection",L3
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 is a competition-math benchmark drawn from the 2025 American Invitational Mathematics Examination problems, typically requiring exact integer answers. It stresses multi-step symbolic reasoning, algebraic manipulation, and error-sensitive calculation under time/attempt constraints (often evaluated pass@1).","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction, Attention
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a subset of GPQA containing the highest-quality graduate-level science multiple-choice questions designed to be “Google-proof.” It targets deep scientific reasoning and precise knowledge application, with distractors that punish shallow pattern matching.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Attention
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects with multiple-choice questions. It probes whether models can transfer knowledge and reasoning across linguistic contexts rather than relying solely on English-centric training artifacts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
