Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates autonomous agents in real command-line environments, requiring them to navigate filesystems, run shell commands, install/use tools, and complete multi-step tasks end-to-end. It emphasizes robust execution under noisy real-world conditions (e.g., dependency issues, runtime errors) rather than purely writing code snippets.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research style web browsing where models must search, gather evidence, and synthesize answers across multiple documents. The benchmark focuses on reliable information seeking and multi-step reasoning grounded in retrieved sources, often with constraints to reduce reliance on memorization.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning
L3: ",L2
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks “computer use” in realistic desktop-like operating system environments, where agents must complete tasks by interacting with GUI applications across multiple steps. It tests whether a model can perceive interface state and execute correct action sequences under partial observability and changing UI conditions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Planning, Decision-making, Sensorimotor Coordination, Working Memory, Attention
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures abstract pattern discovery and few-shot generalization using small grid-based puzzles, where the system must infer a hidden transformation rule from a few examples. It is designed to emphasize fluid reasoning and compositional generalization over training-set memorization.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy by simulating the management of a vending-machine business over an extended period. Agents must make repeated decisions (pricing, inventory, supplier interactions, budgeting) and adapt to market dynamics to maximize outcomes.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity capability on real-world software vulnerability tasks, including identifying known vulnerabilities from descriptions and sometimes discovering new issues. It emphasizes practical reasoning about codebases, exploitation conditions, and remediation under realistic constraints.","L1: Language Comprehension
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests the ability to understand, edit, and generate complex spreadsheets using realistic artifacts and tasks (e.g., formulas, tables, formatting, and multi-sheet logic). It targets reliable structured manipulation where small mistakes can cascade into incorrect outputs.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Planning, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-difficulty benchmark spanning many academic and professional domains, including multimodal questions. It is intended to probe advanced reasoning and knowledge integration, often benefiting from careful tool use and cross-source synthesis when tools are allowed.","L1: Language Comprehension, Visual Perception
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Planning, Multisensory Integration
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of challenging, graduate-level science multiple-choice questions designed to be difficult for non-experts and resistant to superficial pattern matching. It probes deep conceptual understanding and careful reasoning under tight answer constraints.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates expert-level multimodal understanding across diverse disciplines, requiring models to answer questions grounded in images, diagrams, and accompanying text. It stresses fine-grained visual interpretation plus cross-modal reasoning rather than text-only recall.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention, Working Memory
L3: ",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex aggregates difficult competition-style mathematics problems and evaluates high-end mathematical reasoning performance. It emphasizes multi-step derivations, precision, and robustness across varied problem types under standardized evaluation.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Attention
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific figures and paper-style visual content, often requiring interpretation of plots, annotations, and visual structure. It targets grounded analysis where correct answers depend on extracting and integrating visual evidence with technical context.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention, Working Memory, Multisensory Integration
L3: ",L2
