Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an LLM’s ability to resolve real GitHub issues by generating patches that make a project’s tests pass. The “Verified” variant focuses on tasks that have been human-validated as solvable, emphasizing end-to-end debugging, code editing, and adherence to repository context under a fixed harness.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Language Comprehension, Language Production"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder software engineering benchmark designed to be more industrially representative and contamination-resistant, spanning multiple languages and more complex repositories. It tests whether models can reliably diagnose failures, implement correct fixes, and maintain robustness across diverse codebases and issue types.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Cognitive Flexibility, Language Comprehension, Language Production"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” agents on hard information-seeking questions where answers require multi-step web browsing rather than recalling facts. It measures an agent’s ability to plan a search strategy, extract and reconcile evidence across sources, and produce grounded final answers under tool-use constraints.","Planning, Decision-making, Attention, Working Memory, Episodic Memory, Semantic Understanding & Context Recognition, Language Comprehension, Language Production"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures agentic performance in multi-turn customer-support-style environments where the agent must interact with simulated users and programmatic APIs while following domain policies. It emphasizes consistent policy adherence, correct tool invocation, and recovery from conversational or procedural deviations over long interaction horizons.","Social Reasoning & Theory of Mind, Decision-making, Planning, Inhibitory Control, Reward Mechanisms, Working Memory, Language Comprehension, Language Production, Adaptive Error Correction"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid reasoning by asking models to infer the hidden transformation rule from a few input-output grid examples and apply it to a new grid. Problems are intentionally novel and low-data, rewarding abstraction, compositional pattern discovery, and generalization beyond memorized templates.","Logical Reasoning, Cognitive Flexibility, Working Memory, Attention, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through Model Context Protocol (MCP) servers, requiring models to discover tools, call them correctly, handle errors/retries, and integrate results. It targets multi-step workflow execution with authentic API interactions and realistic failure modes.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Inhibitory Control, Language Comprehension, Language Production"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-level benchmark spanning difficult questions (often multimodal) across many domains, intended to stress advanced reasoning and knowledge integration. It is commonly run both with and without tools (e.g., search/code) to separate intrinsic reasoning from tool-augmented problem solving.","Language Comprehension, Language Production, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration, Planning"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition mathematics problems that demand multi-step derivations, careful case analysis, and precise final answers. It is typically used to measure structured mathematical reasoning and reliability under time-tested contest problem styles.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a curated subset of very challenging graduate-level science multiple-choice questions designed to be difficult to answer via superficial pattern matching. It emphasizes deep conceptual understanding and multi-step scientific reasoning across physics, chemistry, and biology.","Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Language Comprehension"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,MMMLU is a multilingual extension of broad academic knowledge and reasoning tests across many subjects and languages. It evaluates whether models can maintain consistent understanding and inference across linguistic variation and culturally diverse phrasing.,"Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Cognitive Flexibility"
