Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering agents on real GitHub issues, where the model must produce a patch that makes a project’s tests pass. The Verified subset emphasizes tasks that have been human-checked for solvability and evaluation reliability, reducing noise from ambiguous or flaky issues.","L1: Language Comprehension
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 tests agents in command-line environments on multi-step, real-world style tasks (e.g., using shell tools, editing files, running programs, and interpreting outputs). Success requires choosing actions based on tool feedback and recovering from errors under resource and time constraints.","L1: Language Comprehension
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep web-browsing competence on questions that require searching, reading, and synthesizing information from multiple sources. Agent performance depends on decomposing the query, selecting which pages to open, and integrating evidence while avoiding distractors and stale context.","L1: Language Comprehension
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory, Attention
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates customer-support agents that must interact with simulated users and APIs while adhering to domain policies (e.g., retail/airline/telecom). It stresses multi-turn dialogue consistency, correct tool use, and policy compliance under adversarial or emotionally charged user requests.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks computer-use agents that complete tasks in realistic desktop operating systems via screenshots and action APIs. Tasks require understanding UI state, navigating multi-step workflows, and executing precise interactions (clicking, typing, switching windows) with feedback-driven correction.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Adaptive Error Correction
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a few-shot abstract reasoning benchmark where models infer transformation rules from small sets of input–output grid examples and apply them to new inputs. It targets fluid reasoning and generalization to novel patterns rather than memorized domain knowledge.,"L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Attention
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence in a simulated business setting where an agent runs a vending machine operation over an extended timeline. The agent must plan inventory and pricing decisions, interact with simulated counterparts, and adapt strategy based on outcomes.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms, Adaptive Error Correction
L3: ",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use through the Model Context Protocol by requiring multi-step workflows across multiple tools/services. It emphasizes selecting appropriate tools, issuing correct calls, handling tool errors, and composing tool outputs into a final answer.","L1: Language Comprehension
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses whether a model can complete tasks typical of an entry-level financial analyst, often involving multi-document reading, quantitative reasoning, and structured deliverables. It probes the ability to follow finance conventions, maintain assumptions consistently, and produce actionable analyses.","L1: Language Production
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Planning, Decision-making, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on tasks involving finding known vulnerabilities from descriptions and discovering new issues in real open-source codebases. It stresses code comprehension, hypothesis-driven investigation, and precise patch or exploit reasoning under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
