Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLMs as software engineering agents by requiring them to generate patches that resolve real GitHub issues in Python repositories, with success determined by repository tests and human verification of solvability. It emphasizes end-to-end debugging and code-change correctness under a single-attempt setting in many reports.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python by measuring whether a model can fix real issues across multiple programming languages and ecosystems. It stresses transfer of debugging and patch-planning skills across different tooling conventions, APIs, and code idioms.","Planning, Logical Reasoning, Adaptive Error Correction, Cognitive Flexibility, Working Memory, Language Comprehension, Language Production"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more contamination-resistant and industrially representative, spanning multiple languages and complex repositories. It evaluates whether agents can perform sustained multi-step diagnosis and produce patches that satisfy tests in realistic codebases.","Planning, Decision-making, Logical Reasoning, Adaptive Error Correction, Cognitive Flexibility, Working Memory, Language Comprehension, Language Production"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates autonomous agent performance in command-line environments on real-world tasks such as installing dependencies, manipulating files, running programs, and interpreting tool outputs. Scores reflect whether the agent completes objectives within constraints, requiring iterative trial-and-fix behavior over long action sequences.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp benchmarks “deep research” by having agents answer questions using browsing/search over a controlled document collection, emphasizing reproducibility across runs. It tests whether the agent can plan queries, gather evidence from documents, and synthesize a grounded final answer.","Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition, Language Comprehension, Language Production"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures interactive agent competence in simulated customer-service domains (e.g., retail, airline, telecom) where the model must use tools/APIs while adhering to policies over multi-turn dialogues. It probes consistent policy-following, robust tool invocation, and recovery from user- or system-induced complications.","Social Reasoning & Theory of Mind, Decision-making, Planning, Inhibitory Control, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates computer-use agents that must operate within a realistic desktop environment using multimodal observations (e.g., screenshots) and action interfaces (mouse/keyboard abstractions). Tasks require navigating GUIs, locating relevant information, and executing multi-step procedures reliably under step limits.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Adaptive Error Correction, Working Memory, Sensorimotor Coordination"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid, example-driven abstract reasoning using grid-based input–output demonstrations where the model must infer hidden transformation rules and generalize to new inputs. It is designed to reduce reliance on memorized knowledge and highlight pattern induction and systematic generalization.","Logical Reasoning, Cognitive Flexibility, Spatial Representation & Mapping, Working Memory, Attention"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating management of a vending-machine business over an extended period, scoring by final financial outcomes. High performance requires strategic planning, adapting to market dynamics, and maintaining consistent objectives over thousands of decisions.","Planning, Decision-making, Working Memory, Reward Mechanisms, Adaptive Error Correction"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use skill via the Model Context Protocol, requiring agents to discover appropriate tools, call them with correct arguments, handle errors, and integrate results across multi-step workflows. It targets production-like API interaction rather than purely conversational correctness.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Language Comprehension, Language Production"
