Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues by asking them to produce a patch that makes the project’s tests pass. The “Verified” subset consists of tasks validated by human reviewers to be solvable and to have reliable evaluation, emphasizing end-to-end debugging and code change accuracy.","Planning, Decision-making, Adaptive Error Correction, Logical Reasoning, Working Memory, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style issue resolution beyond Python to multiple programming languages and ecosystems. It tests whether an agent can generalize debugging, code reading, and patch creation skills across varied syntax, tooling, and project conventions while maintaining correctness.","Planning, Decision-making, Adaptive Error Correction, Logical Reasoning, Working Memory, Cognitive Flexibility, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more challenging software engineering benchmark designed to better reflect industrial complexity and reduce easy shortcuts. Tasks typically require deeper repository understanding, multi-file changes, and robust fixes under stricter evaluation, stressing reliable agentic coding performance.","Planning, Decision-making, Adaptive Error Correction, Logical Reasoning, Working Memory, Cognitive Flexibility, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to solve real-world tasks in a command-line environment, such as installing tools, manipulating files, running scripts, and diagnosing failures. Success depends on iterative experimentation, interpreting tool output, and executing correct sequences of shell actions.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention, Language Comprehension, Language Production, Logical Reasoning, Semantic Understanding & Context Recognition"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style web-browsing agents on questions that require searching, reading, and synthesizing information from multiple sources. It stresses reliable retrieval, source triangulation, and maintaining a coherent intermediate knowledge state while navigating noisy or conflicting evidence.","Planning, Decision-making, Attention, Episodic Memory, Working Memory, Language Comprehension, Language Production, Semantic Understanding & Context Recognition, Logical Reasoning"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using agents in customer-support-like simulations (e.g., retail, airline, telecom) where the agent must use APIs and follow domain policies. It probes long multi-turn consistency, policy adherence under pressure, and choosing actions that satisfy user goals while respecting constraints.","Planning, Decision-making, Inhibitory Control, Social Reasoning & Theory of Mind, Empathy, Working Memory, Language Comprehension, Language Production, Attention, Semantic Understanding & Context Recognition"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks multimodal computer-use agents on realistic operating-system tasks (e.g., browsing, editing, configuration) using screenshots and interactive actions. It tests whether an agent can perceive UI state, plan multi-step workflows, and recover from mistakes in a dynamic desktop environment.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI is a few-shot abstract reasoning benchmark where models infer the rule mapping input grids to output grids from a small set of examples. It emphasizes discovering latent structure, composing transformations, and generalizing to novel tasks with minimal prior task-specific training.","Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Planning, Attention"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy by having a model run a simulated vending-machine business over extended time (e.g., months). The agent must manage inventory, pricing, supplier interactions, and budgets, adapting its policy based on outcomes and constraints.","Planning, Decision-making, Reward Mechanisms, Episodic Memory, Working Memory, Adaptive Error Correction, Cognitive Timing & Predictive Modeling, Self-reflection, Motivational Drives"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use performance via the Model Context Protocol (MCP), requiring agents to discover tools, call them correctly, handle errors, and integrate results across multi-step workflows. It focuses on robust orchestration across heterogeneous APIs and realistic failure modes.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention, Language Comprehension, Language Production, Semantic Understanding & Context Recognition, Logical Reasoning"
