Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an AI system’s ability to solve real software engineering issues by generating patches that make repository tests pass, using issues drawn from real GitHub projects. The “Verified” split adds additional human validation that tasks are solvable and that evaluation outcomes are reliable, emphasizing end-to-end debugging and code changes rather than isolated code generation.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python to multiple programming languages, requiring models to understand diverse ecosystems, tooling conventions, and language-specific idioms. It stresses generalization across languages and repositories, where correct solutions often require mapping an issue description to code locations and producing consistent patches under different build/test setups.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and more challenging software engineering benchmark designed to be more contamination-resistant and industrially representative than earlier variants. Tasks typically require deeper repository understanding, longer patch sequences, and more robust debugging across multiple languages and project configurations, making it a stronger proxy for real professional engineering work.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Decision-making
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete realistic command-line tasks in sandboxed environments, such as installing dependencies, manipulating files, running programs, and diagnosing failures. Success requires iterative interaction (execute commands, interpret outputs, revise approach) under resource and time constraints, mimicking real terminal-based workflows.","L1: Language Comprehension
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates research-style question answering with browsing/search over a controlled document corpus to improve reproducibility and reduce dependence on live web variance. Models must plan queries, sift retrieved snippets, reconcile evidence, and produce grounded answers, emphasizing information seeking, citation-like grounding, and multi-step synthesis.","L1: Language Comprehension, Language Production
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using customer-support agents interacting with simulated users and APIs across domains (e.g., retail, airline, telecom) while following domain policies. It tests whether agents can maintain policy compliance over multi-turn dialogues, correctly invoke tools, and resolve user problems despite ambiguity, exceptions, and adversarial or emotionally charged situations.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Reward Mechanisms
L3: Inhibitory Control, Social Reasoning & Theory of Mind, Empathy",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks multimodal “computer use” agents on realistic tasks performed in a full operating system environment (e.g., browsing, editing, managing settings), typically with step limits and high-resolution UI observations. It stresses perception-to-action loops: recognizing UI state, choosing actions (click/type/shortcut), and recovering from errors across long task sequences.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory, Adaptive Error Correction, Sensorimotor Coordination
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures fluid reasoning by requiring inference of novel abstract rules from a few input-output grid examples and applying them to unseen grids. Unlike knowledge-heavy tests, it emphasizes rapid pattern induction, systematic generalization, and robustness to distribution shift, making it a canonical benchmark for abstraction and compositional reasoning.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and business management in a simulated vending-machine enterprise over extended time (e.g., a year of decisions). Agents must manage inventory, pricing, supplier negotiations, and cash flow, adapting to changing conditions and compounding consequences across many steps.","L1: 
L2: Planning, Decision-making, Working Memory, Episodic Memory, Reward Mechanisms
L3: Cognitive Timing & Predictive Modeling, Self-reflection",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use with Model Context Protocol servers, requiring models to discover relevant tools, call them correctly, handle errors, and integrate outputs across multi-step workflows. The benchmark emphasizes reliable orchestration across heterogeneous APIs and realistic tool-call failure modes typical of production agent systems.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention
L3: ",L2
