Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates agentic software engineering by asking a model to produce patches that fix real issues in open-source Python repositories, with solutions validated by tests. The “Verified” subset focuses on problems confirmed by human reviewers to be solvable and to have reliable evaluation signals.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style patch generation beyond Python to multiple programming languages and ecosystems, requiring adaptation to different toolchains and conventions. It evaluates whether models can transfer debugging and code-editing competence across language settings rather than relying on one familiar stack.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, larger software engineering benchmark aimed at more realistic, contamination-resistant assessment across multiple languages and industrial-style tasks. It typically requires deeper repository understanding, longer multi-step debugging, and more robust patch iteration to satisfy tests and constraints.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agents that operate a command-line environment to complete real tasks such as installing tools, running programs, manipulating files, and diagnosing failures. Success requires choosing and sequencing shell actions while interpreting tool feedback under resource and environment constraints.","L1: 
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Motor Skill Learning, Sensorimotor Coordination
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research web browsing: the agent must search, read, and synthesize information from documents to answer questions that are difficult to solve from parametric memory alone. The benchmark emphasizes navigation strategy, evidence gathering, and consolidation of findings across many sources.","L1: Language Comprehension, Language Production
L2: Planning, Attention, Working Memory, Episodic Memory, Semantic Understanding & Context Recognition, Decision-making
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive customer-support agents that must follow domain policies while using tools/APIs across multi-turn conversations in simulated environments (e.g., retail, airline, telecom). It stresses policy adherence under pressure, robust tool use, and maintaining coherent dialogue state over long interactions.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory, Adaptive Error Correction
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents in a desktop OS setting, requiring them to complete tasks by operating real applications through UI interactions. It tests whether models can perceive screens, plan action sequences, and recover from errors while navigating complex interfaces.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory, Sensorimotor Coordination, Adaptive Error Correction
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid, few-shot abstract reasoning by presenting grid-based input/output examples with hidden rules and asking the model to infer the correct transformation for new inputs. It is designed to minimize reliance on memorized knowledge and instead emphasize generalization from minimal demonstrations.","L1: Visual Perception
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Attention, Planning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and business strategy in a simulated vending-machine operation over many decisions and time steps. Models must manage inventory, pricing, supplier communication, and adaptation to changing conditions to maximize final balance.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Episodic Memory, Working Memory, Adaptive Error Correction
L3: Cognitive Timing & Predictive Modeling, Self-reflection",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use through the Model Context Protocol by requiring models to discover tools, invoke them correctly, handle failures, and integrate results across multi-step workflows. It targets practical orchestration skills for production-like API ecosystems rather than single-call function use.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
