Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering agents on real GitHub issues where the model must produce a patch that makes the project’s tests pass. The “Verified” subset contains tasks confirmed by human reviewers to be solvable and uses a standardized harness to reduce false positives from flaky tests and underspecified issues.,"Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench setup beyond Python to multiple programming languages and ecosystems, requiring agents to understand diverse toolchains, build systems, and language-specific conventions. It measures whether a model can translate natural-language issue descriptions into correct multi-file edits and pass language-appropriate test suites.","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Cognitive Flexibility, Decision-making"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and harder software engineering benchmark designed to be more diverse and more resistant to contamination, typically spanning multiple languages and more industrially realistic tasks. Models must navigate complex repositories, implement or fix behavior, and satisfy rigorous evaluation criteria under an agent scaffold.","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Cognitive Flexibility, Decision-making"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to accomplish real command-line tasks in sandboxed environments (e.g., debugging, installing dependencies, data manipulation, and system operations). Success depends on choosing correct commands, interpreting outputs and errors, iterating, and managing limited resources and timeouts.","Planning, Adaptive Error Correction, Working Memory, Decision-making, Logical Reasoning, Language Comprehension"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates web-browsing research agents on questions that require finding, synthesizing, and citing information from the web (or from a fixed index in reproducible variants). The benchmark stresses tool use (search/fetch), evidence tracking across multiple pages, and producing a grounded final answer under long-context constraints.","Planning, Decision-making, Language Comprehension, Semantic Understanding & Context Recognition, Working Memory, Episodic Memory, Self-reflection"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using customer-support agents in simulated domains (e.g., retail, airline, telecom) with policies the agent must follow while solving multi-turn user requests. It tests whether agents can reliably call APIs, maintain conversational state, handle edge cases, and comply with constraints even when helpfulness pressures create policy-loophole temptations.","Social Reasoning & Theory of Mind, Empathy, Decision-making, Planning, Language Comprehension, Language Production, Working Memory, Inhibitory Control"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents operating on a desktop-like environment to complete tasks across applications via screenshots and actions. Agents must perceive UI state, plan multi-step interactions, and execute sequences of clicks/typing while recovering from mistakes and dynamic interface changes.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction, Working Memory"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures few-shot abstract reasoning on grid transformation puzzles where the model must infer latent rules from a handful of input-output examples and generalize to a novel input. It is designed to emphasize fluid reasoning and generalization rather than memorized knowledge, with strict correctness on produced grids.","Logical Reasoning, Working Memory, Cognitive Flexibility, Planning, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agentic performance in a simulated vending machine business over an extended timeline, scoring based on final financial outcomes. Agents must make coherent strategic decisions (pricing, inventory, supplier negotiation) over many steps while adapting to market dynamics and delayed consequences.","Planning, Decision-making, Working Memory, Episodic Memory, Reward Mechanisms, Cognitive Timing & Predictive Modeling, Adaptive Error Correction, Motivational Drives"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use through the Model Context Protocol (MCP), requiring agents to discover tools, call APIs correctly, handle failures, and combine multi-step results into correct outputs. Tasks resemble production workflows where correctness depends on robust orchestration across multiple servers/tools rather than single-shot answering.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Semantic Understanding & Context Recognition"
