Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering agents on real GitHub issues where the model must produce a patch that makes the project’s tests pass. The “Verified” subset contains tasks confirmed by human reviewers to be solvable and uses a standardized harness to reduce false positives from flaky tests and underspecified issues.,"L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench setup beyond Python to multiple programming languages and ecosystems, requiring agents to understand diverse toolchains, build systems, and language-specific conventions. It measures whether a model can translate natural-language issue descriptions into correct multi-file edits and pass language-appropriate test suites.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and harder software engineering benchmark designed to be more diverse and more resistant to contamination, typically spanning multiple languages and more industrially realistic tasks. Models must navigate complex repositories, implement or fix behavior, and satisfy rigorous evaluation criteria under an agent scaffold.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to accomplish real command-line tasks in sandboxed environments (e.g., debugging, installing dependencies, data manipulation, and system operations). Success depends on choosing correct commands, interpreting outputs and errors, iterating, and managing limited resources and timeouts.","L1: Language Comprehension
L2: Planning, Adaptive Error Correction, Working Memory, Decision-making, Logical Reasoning
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates web-browsing research agents on questions that require finding, synthesizing, and citing information from the web (or from a fixed index in reproducible variants). The benchmark stresses tool use (search/fetch), evidence tracking across multiple pages, and producing a grounded final answer under long-context constraints.","L1: Language Comprehension
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory, Episodic Memory
L3: Self-reflection",L3
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using customer-support agents in simulated domains (e.g., retail, airline, telecom) with policies the agent must follow while solving multi-turn user requests. It tests whether agents can reliably call APIs, maintain conversational state, handle edge cases, and comply with constraints even when helpfulness pressures create policy-loophole temptations.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory
L3: Social Reasoning & Theory of Mind, Empathy, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents operating on a desktop-like environment to complete tasks across applications via screenshots and actions. Agents must perceive UI state, plan multi-step interactions, and execute sequences of clicks/typing while recovering from mistakes and dynamic interface changes.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures few-shot abstract reasoning on grid transformation puzzles where the model must infer latent rules from a handful of input-output examples and generalize to a novel input. It is designed to emphasize fluid reasoning and generalization rather than memorized knowledge, with strict correctness on produced grids.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agentic performance in a simulated vending machine business over an extended timeline, scoring based on final financial outcomes. Agents must make coherent strategic decisions (pricing, inventory, supplier negotiation) over many steps while adapting to market dynamics and delayed consequences.","L1: 
L2: Planning, Decision-making, Working Memory, Episodic Memory, Reward Mechanisms, Adaptive Error Correction
L3: Cognitive Timing & Predictive Modeling, Motivational Drives",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use through the Model Context Protocol (MCP), requiring agents to discover tools, call APIs correctly, handle failures, and combine multi-step results into correct outputs. Tasks resemble production workflows where correctness depends on robust orchestration across multiple servers/tools rather than single-shot answering.","L1: Language Comprehension
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
