Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering agents by asking them to generate patches that fix real issues in open-source Python repositories, with solutions validated by tests. The ""Verified"" subset focuses on instances that have been human-checked as solvable and well-specified, emphasizing reliable end-to-end bug fixing rather than speculative edits.","L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench patch-generation setting beyond Python to multiple programming languages and ecosystems. It measures whether a model can understand repository context, reason about failing behavior, and implement correct fixes under diverse language/tooling conventions.","L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark intended to be more industrially representative and more resistant to contamination than earlier SWE-bench variants. It stresses multi-file changes, nuanced specifications, and robust patch quality judged by repository test suites and evaluation harnesses.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance on real command-line tasks in sandboxed environments, where models must inspect files, run commands, and iteratively fix issues. It emphasizes multi-step execution, debugging under feedback from tools, and maintaining coherent state over a task episode.","L1: Language Comprehension
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates ""browse-and-answer"" capability: the agent must use a constrained web-like retrieval setting to locate evidence and produce correct answers to information-seeking questions. It tests search strategy, source triangulation, and faithful synthesis from retrieved documents rather than relying on parametric memory alone.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures interactive tool-using agents in customer-support style domains (e.g., retail, airline, telecom) with policies and APIs, requiring multi-turn dialogue and correct procedure following. It probes whether an agent can balance user intent with constraints, maintain dialogue state, and execute correct tool calls end-to-end.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents operating desktop-like environments, where tasks require navigating GUIs, reading on-screen content, and taking actions (click/type) to complete goals. It emphasizes perception-action loops with long-horizon planning and robustness to interface variation and execution errors.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests generalization and fluid reasoning via small grid-based puzzles where a model must infer latent transformation rules from a few input-output examples. Success depends on abstract pattern discovery, compositional rule induction, and avoiding overfitting to superficial cues.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy in a simulated year-long vending-machine business, where the model must make many sequential decisions about inventory, pricing, suppliers, and operations. Performance is scored by economic outcomes, stressing sustained planning, adaptation, and consistent goal pursuit over thousands of steps.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction
L3: Self-reflection",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol (MCP), requiring models to discover tools, call APIs correctly, handle errors/retries, and compose multi-step workflows across servers. It targets practical reliability in orchestration and tool-mediated reasoning under realistic constraints.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses agent performance on tasks typical of an entry-level financial analyst, such as analyzing financial documents, building or editing analyses, and producing structured outputs. It emphasizes domain-grounded reasoning, careful handling of constraints, and multi-step workflows that resemble professional knowledge work.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capability on real software vulnerability tasks, including finding known vulnerabilities from descriptions and discovering new ones in codebases. It stresses hypothesis-driven investigation, precise code reasoning, and iterative debugging/validation in realistic security workflows.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Decision-making
L3: ",L2
