Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates whether a model can solve real GitHub issues by producing a correct patch that passes the repository’s tests, using a curated set of tasks verified to be solvable. It measures end-to-end software debugging and implementation skill under realistic constraints (reading code, localizing bugs, editing files, and validating fixes).","Language Comprehension, Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Decision-making, Semantic Understanding & Context Recognition"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete practical tasks in a command-line environment (e.g., installing tools, manipulating files, running programs, and interpreting outputs). It emphasizes iterative diagnosis and recovery from errors, where progress depends on choosing the right shell actions based on feedback from the environment.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Semantic Understanding & Context Recognition, Sensorimotor Coordination, Attention"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep research and browsing competence by requiring models to answer questions using information found via web browsing/search and multi-step investigation. It stresses decomposing an information need into sub-queries, integrating evidence across sources, and producing a justified final answer under time and context constraints.","Planning, Decision-making, Working Memory, Attention, Semantic Understanding & Context Recognition, Language Comprehension, Language Production, Self-reflection"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using agents in customer-support style domains (e.g., retail, airline, telecom), where the agent must follow policies while calling APIs and conversing over multiple turns. It probes policy compliance, robust dialogue management, and the ability to resolve user problems through correct sequences of actions.","Language Comprehension, Language Production, Planning, Decision-making, Working Memory, Inhibitory Control, Social Reasoning & Theory of Mind, Empathy, Attention"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” by asking agents to complete tasks on a real operating system via screenshots and actions (mouse/keyboard), such as configuring settings, navigating apps, or filling forms. Success requires interpreting UI state, planning action sequences, and recovering from misclicks or unexpected interface changes.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI measures fluid reasoning by presenting few-shot grid transformation puzzles where the model must infer abstract rules from a handful of examples and apply them to new inputs. It is designed to reduce reliance on memorized knowledge and emphasize generalization to novel pattern-learning tasks.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Attention, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Planning"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating operation of a vending-machine business over many steps, scoring the final financial outcome. The agent must manage inventory, pricing, procurement, and adaptation to changing conditions while maintaining consistent objectives over extended interactions.","Planning, Decision-making, Working Memory, Episodic Memory, Reward Mechanisms, Adaptive Error Correction, Semantic Understanding & Context Recognition, Motivational Drives"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol by requiring models to discover, invoke, and chain calls across production-like tool servers. Tasks emphasize correct API selection and parameterization, error handling, and synthesis of multi-tool results into reliable final outputs.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Semantic Understanding & Context Recognition, Sensorimotor Coordination, Attention"
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates whether a model can perform tasks typical of an entry-level financial analyst, such as interpreting financial statements, building analyses, and producing decision-relevant summaries. It targets practical reasoning with domain constraints, often requiring careful handling of assumptions, calculations, and structured outputs.","Logical Reasoning, Decision-making, Planning, Working Memory, Language Comprehension, Language Production, Semantic Understanding & Context Recognition, Self-reflection"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent skills on large-scale tasks involving vulnerability identification, reproduction, and in some settings discovery within real open-source codebases. It emphasizes reading and reasoning about code, forming exploitation hypotheses, and iteratively testing/patching based on empirical feedback.","Logical Reasoning, Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Semantic Understanding & Context Recognition, Inhibitory Control"
