Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates models on real, repository-based software engineering tasks where the goal is to produce a patch that makes previously failing tests pass. The “Verified” subset consists of issues that have been validated by human reviewers as solvable with the provided repository state and tests, making the benchmark more reliable for pass@1 agentic coding comparisons.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning, Semantic Understanding & Context Recognition
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python to multiple programming languages and ecosystems, testing whether models can transfer software-engineering skills across diverse tooling and conventions. Tasks still require generating correct code changes in real repos, but add cross-language generalization pressure and varied build/test workflows.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder suite of repository-level software engineering tasks designed to be more challenging and more resistant to superficial memorization than earlier variants. It emphasizes multi-file changes, realistic debugging and implementation work, and broader language/toolchain coverage to better approximate professional engineering workflows.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in command-line environments, where models must complete practical tasks by issuing shell commands, editing files, installing dependencies, and iterating based on program output. It stresses end-to-end autonomy: choosing actions, interpreting errors, and converging on a working solution under time/step constraints.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning, Semantic Understanding & Context Recognition
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research style question answering with controlled web retrieval, where agents must search, read, and synthesize information from a fixed document collection to produce verifiable answers. It focuses on tool-augmented reasoning over long contexts, including selecting good queries, aggregating evidence, and maintaining coherence across many retrieval steps.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Episodic Memory, Logical Reasoning, Semantic Understanding & Context Recognition, Attention
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive customer-support agents in simulated domains (e.g., retail, airline, telecom) that must use tools/APIs while following policies and handling multi-turn dialogues. Success depends on maintaining state, resolving constraints, and producing compliant outcomes despite ambiguous user goals and evolving context.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory, Reward Mechanisms, Semantic Understanding & Context Recognition, Attention
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where agents operate within a desktop-like environment to complete tasks across applications, using screenshots and UI interactions. It tests whether models can perceive interfaces, plan action sequences, and recover from mistakes while navigating real software workflows under step limits.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Working Memory, Adaptive Error Correction, Sensorimotor Coordination, Semantic Understanding & Context Recognition
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests “fluid” abstract reasoning by asking models to infer transformation rules from a few input–output grid examples and apply them to new grids. Because tasks are intentionally out-of-distribution and compositional, performance reflects pattern induction and rule-like generalization rather than domain knowledge recall.","L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Planning, Attention
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated vending-machine business over many decision steps (e.g., sourcing inventory, pricing, negotiation, and handling stochastic market dynamics). Scores reflect sustained coherence, strategic adaptation, and the ability to manage resources over extended time horizons.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: Motivational Drives",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol by requiring models to discover, invoke, and compose multiple tools across realistic workflows and APIs. Tasks stress correct parameterization, multi-step orchestration, and robust handling of tool errors and partial results.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
