Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering agents on real GitHub issues where the model must generate a code patch that fixes the bug or implements the requested change and passes the repository’s tests. The “Verified” subset focuses on tasks that have been human-validated as solvable and checks correctness via deterministic test execution.,"L1: Language Comprehension
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style patch generation beyond Python to multiple programming languages, testing whether agents can understand issues and modify unfamiliar codebases across language ecosystems. It emphasizes transfer of debugging and maintenance skills across different syntactic and tooling conventions.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, more contamination-resistant software engineering benchmark with a larger and more diverse set of tasks spanning multiple languages and more realistic industry maintenance work. Agents must plan and implement robust multi-file changes that satisfy hidden unit/integration tests.","L1: Language Comprehension
L2: Planning, Decision-making, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agent performance on real command-line tasks (e.g., debugging, building, configuring, data wrangling) executed in a sandboxed terminal environment. Success requires selecting and sequencing shell commands, interpreting outputs/errors, and iterating toward a working end state.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention, Sensorimotor Coordination
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures an agent’s ability to answer difficult questions by searching and synthesizing information from a controlled document collection, aiming for reproducible “browsing” evaluation. It tests whether the agent can formulate queries, gather evidence, resolve conflicts, and produce a grounded final answer.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using agents in customer-support-like domains (e.g., retail, airline, telecom) where the model must follow policies while calling APIs and coordinating multi-turn dialogs with a simulated user. The benchmark stresses robustness to long-horizon interaction, policy adherence, and recovery from tool or user-induced complications.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks multimodal “computer use” agents on tasks performed inside an operating-system-like environment with graphical interfaces. Models must perceive screenshots, navigate UI state, and execute multi-step actions to accomplish goals under step limits and partial observability.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Sensorimotor Coordination, Working Memory
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid, few-shot abstraction by asking models to infer hidden transformations from a handful of input–output grid examples and then produce the correct output grid for a new input. It is designed to reduce reliance on memorized knowledge and emphasize novel pattern induction and generalization.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agent performance by simulating operation of a vending-machine business over an extended period, scoring on final financial outcomes. Agents must make coherent sequences of decisions (pricing, inventory, supplier negotiation) while adapting to changing market conditions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms, Adaptive Error Correction
L3: Motivational Drives",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, requiring models to discover relevant tools, call them correctly, handle failures, and compose multi-step workflows across different MCP servers. It emphasizes dependable API interaction and integration of tool results into accurate end outputs.","L1: Language Comprehension
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
